"DXXPT85X.Code.or.Value","DXXPT85X.Value.Description","DXXPT85X.Count","DXXPT85X.Cumulative","DXXPT85X.Skip.to.Item"
"580 to 1157.2","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
