"DXXPT8Y.Code.or.Value","DXXPT8Y.Value.Description","DXXPT8Y.Count","DXXPT8Y.Cumulative","DXXPT8Y.Skip.to.Item"
"71.3 to 255.6","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
