"AUXLR256.Code.or.Value","AUXLR256.Value.Description","AUXLR256.Count","AUXLR256.Cumulative","AUXLR256.Skip.to.Item"
"-16 to 51","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
