"DXXPT49X.Code.or.Value","DXXPT49X.Value.Description","DXXPT49X.Count","DXXPT49X.Cumulative","DXXPT49X.Skip.to.Item"
"468.2 to 1053.6","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
