"DXXPT43Y.Code.or.Value","DXXPT43Y.Value.Description","DXXPT43Y.Count","DXXPT43Y.Cumulative","DXXPT43Y.Skip.to.Item"
"155.3 to 384.4","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
