"DXXPT26Y.Code.or.Value","DXXPT26Y.Value.Description","DXXPT26Y.Count","DXXPT26Y.Cumulative","DXXPT26Y.Skip.to.Item"
"81.8 to 271","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
