"AUXLR124.Code.or.Value","AUXLR124.Value.Description","AUXLR124.Count","AUXLR124.Cumulative","AUXLR124.Skip.to.Item"
"-38 to 74","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
