"AUXLR133.Code.or.Value","AUXLR133.Value.Description","AUXLR133.Count","AUXLR133.Cumulative","AUXLR133.Skip.to.Item"
"-97 to 58","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
