"CIQD049.Code.or.Value","CIQD049.Value.Description","CIQD049.Count","CIQD049.Cumulative","CIQD049.Skip.to.Item"
"1","Yes",5,5,NA
"2","No",8,13,NA
"7","Refuse",0,13,NA
"9","Don't know",0,13,NA
".","Missing",915,928,NA
