"DXXPT80Y.Code.or.Value","DXXPT80Y.Value.Description","DXXPT80Y.Count","DXXPT80Y.Cumulative","DXXPT80Y.Skip.to.Item"
"155.2 to 387.1","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
