"DXXPT33X.Code.or.Value","DXXPT33X.Value.Description","DXXPT33X.Count","DXXPT33X.Cumulative","DXXPT33X.Skip.to.Item"
"735 to 1271.9","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
