"AUXRR236.Code.or.Value","AUXRR236.Value.Description","AUXRR236.Count","AUXRR236.Cumulative","AUXRR236.Skip.to.Item"
"-43 to 85","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
