"DXXPT63X.Code.or.Value","DXXPT63X.Value.Description","DXXPT63X.Count","DXXPT63X.Cumulative","DXXPT63X.Skip.to.Item"
"222.2 to 867.2","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
