"DXXPT21Y.Code.or.Value","DXXPT21Y.Value.Description","DXXPT21Y.Count","DXXPT21Y.Cumulative","DXXPT21Y.Skip.to.Item"
"117.3 to 355.7","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
