"DXXPT43X.Code.or.Value","DXXPT43X.Value.Description","DXXPT43X.Count","DXXPT43X.Cumulative","DXXPT43X.Skip.to.Item"
"52.6 to 555","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
