"DXXPT22X.Code.or.Value","DXXPT22X.Value.Description","DXXPT22X.Count","DXXPT22X.Cumulative","DXXPT22X.Skip.to.Item"
"217.2 to 859.6","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
