"DXXPT6Y.Code.or.Value","DXXPT6Y.Value.Description","DXXPT6Y.Count","DXXPT6Y.Cumulative","DXXPT6Y.Skip.to.Item"
"35.3 to 224.3","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
