"DXXPT27Y.Code.or.Value","DXXPT27Y.Value.Description","DXXPT27Y.Count","DXXPT27Y.Cumulative","DXXPT27Y.Skip.to.Item"
"123.1 to 352.4","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
