"DXXPT40Y.Code.or.Value","DXXPT40Y.Value.Description","DXXPT40Y.Count","DXXPT40Y.Cumulative","DXXPT40Y.Skip.to.Item"
"166.7 to 401.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
