"RHQ010.Code.or.Value","RHQ010.Value.Description","RHQ010.Count","RHQ010.Cumulative","RHQ010.Skip.to.Item"
"6 to 20","Range of Values",3183,3183,NA
"0","Hasn't started yet",29,3212,NA
"777","Refused",0,3212,NA
"999","Don't know",35,3247,NA
".","Missing",498,3745,NA
