"DXXPT28X.Code.or.Value","DXXPT28X.Value.Description","DXXPT28X.Count","DXXPT28X.Cumulative","DXXPT28X.Skip.to.Item"
"101.4 to 745.2","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
