"DXXPT48Y.Code.or.Value","DXXPT48Y.Value.Description","DXXPT48Y.Count","DXXPT48Y.Cumulative","DXXPT48Y.Skip.to.Item"
"125.7 to 350.3","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
