"WBXA094.Code.or.Value","WBXA094.Value.Description","WBXA094.Count","WBXA094.Cumulative","WBXA094.Skip.to.Item"
"-379.9274 to 0.9949","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
