"AUXLR107.Code.or.Value","AUXLR107.Value.Description","AUXLR107.Count","AUXLR107.Cumulative","AUXLR107.Skip.to.Item"
"-58 to 53","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
