"OHQ148.Code.or.Value","OHQ148.Value.Description","OHQ148.Count","OHQ148.Cumulative","OHQ148.Skip.to.Item"
"1","Yes",87,87,NA
"2","No",5481,5568,NA
"7","Refused",0,5568,NA
"9","Don't know",0,5568,NA
".","Missing",3279,8847,NA
