"DXXPT87X.Code.or.Value","DXXPT87X.Value.Description","DXXPT87X.Count","DXXPT87X.Cumulative","DXXPT87X.Skip.to.Item"
"490.2 to 1071.9","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
