"CBQ875.Code.or.Value","CBQ875.Value.Description","CBQ875.Count","CBQ875.Cumulative","CBQ875.Skip.to.Item"
"1","Yes",1016,1016,""
"2","No",649,1665,"CBQ890"
"7","Refused",0,1665,""
"9","Don't know",0,1665,""
".","Missing",380,2045,""
