"DXXPT89X.Code.or.Value","DXXPT89X.Value.Description","DXXPT89X.Count","DXXPT89X.Cumulative","DXXPT89X.Skip.to.Item"
"251.2 to 895.1","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
