"DXXPT67Y.Code.or.Value","DXXPT67Y.Value.Description","DXXPT67Y.Count","DXXPT67Y.Cumulative","DXXPT67Y.Skip.to.Item"
"87.4 to 327.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
