"DXXPT49X.Code.or.Value","DXXPT49X.Value.Description","DXXPT49X.Count","DXXPT49X.Cumulative","DXXPT49X.Skip.to.Item"
"642.2 to 1223.2","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
