"DXXPT35X.Code.or.Value","DXXPT35X.Value.Description","DXXPT35X.Count","DXXPT35X.Cumulative","DXXPT35X.Skip.to.Item"
"239.2 to 881.5","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
