"DXXPT75Y.Code.or.Value","DXXPT75Y.Value.Description","DXXPT75Y.Count","DXXPT75Y.Cumulative","DXXPT75Y.Skip.to.Item"
"112.8 to 348.8","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
