"DXXPT76X.Code.or.Value","DXXPT76X.Value.Description","DXXPT76X.Count","DXXPT76X.Cumulative","DXXPT76X.Skip.to.Item"
"486.6 to 1068.6","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
