"DXXPT33X.Code.or.Value","DXXPT33X.Value.Description","DXXPT33X.Count","DXXPT33X.Cumulative","DXXPT33X.Skip.to.Item"
"40.7 to 498.1","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
