"DXXPT47Y.Code.or.Value","DXXPT47Y.Value.Description","DXXPT47Y.Count","DXXPT47Y.Cumulative","DXXPT47Y.Skip.to.Item"
"124.3 to 364.1","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
