"DXXPT33Y.Code.or.Value","DXXPT33Y.Value.Description","DXXPT33Y.Count","DXXPT33Y.Cumulative","DXXPT33Y.Skip.to.Item"
"88.9 to 279.1","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
