"DXXPT63Y.Code.or.Value","DXXPT63Y.Value.Description","DXXPT63Y.Count","DXXPT63Y.Cumulative","DXXPT63Y.Skip.to.Item"
"38.9 to 223.8","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
