"DXXPT21X.Code.or.Value","DXXPT21X.Value.Description","DXXPT21X.Count","DXXPT21X.Cumulative","DXXPT21X.Skip.to.Item"
"278.4 to 920.6","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
