"DXXPT42X.Code.or.Value","DXXPT42X.Value.Description","DXXPT42X.Count","DXXPT42X.Cumulative","DXXPT42X.Skip.to.Item"
"642.6 to 1225","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
