"DXXPT32Y.Code.or.Value","DXXPT32Y.Value.Description","DXXPT32Y.Count","DXXPT32Y.Cumulative","DXXPT32Y.Skip.to.Item"
"92.2 to 277","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
