"DXXPT22Y.Code.or.Value","DXXPT22Y.Value.Description","DXXPT22Y.Count","DXXPT22Y.Cumulative","DXXPT22Y.Skip.to.Item"
"179.6 to 421.2","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
