"AUXRR258.Code.or.Value","AUXRR258.Value.Description","AUXRR258.Count","AUXRR258.Cumulative","AUXRR258.Skip.to.Item"
"-6 to 120","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
