"RHQ169.Code.or.Value","RHQ169.Value.Description","RHQ169.Count","RHQ169.Cumulative","RHQ169.Skip.to.Item"
"0 to 6","Range of Values",1207,1207,NA
"77","Refused",0,1207,NA
"99","Don't know",0,1207,NA
".","Missing",2538,3745,NA
