"AUXRR133.Code.or.Value","AUXRR133.Value.Description","AUXRR133.Count","AUXRR133.Cumulative","AUXRR133.Skip.to.Item"
"-45 to 42","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
