"DXXPT6X.Code.or.Value","DXXPT6X.Value.Description","DXXPT6X.Count","DXXPT6X.Cumulative","DXXPT6X.Skip.to.Item"
"646.4 to 1227","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
