"DXXPT64Y.Code.or.Value","DXXPT64Y.Value.Description","DXXPT64Y.Count","DXXPT64Y.Cumulative","DXXPT64Y.Skip.to.Item"
"71 to 256","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
