"DXXPT93X.Code.or.Value","DXXPT93X.Value.Description","DXXPT93X.Count","DXXPT93X.Cumulative","DXXPT93X.Skip.to.Item"
"53.2 to 700.5","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
