"DXXPT63X.Code.or.Value","DXXPT63X.Value.Description","DXXPT63X.Count","DXXPT63X.Cumulative","DXXPT63X.Skip.to.Item"
"617.6 to 1196.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
