"DXXPT82Y.Code.or.Value","DXXPT82Y.Value.Description","DXXPT82Y.Count","DXXPT82Y.Cumulative","DXXPT82Y.Skip.to.Item"
"89.8 to 328","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
