"DXXPT76Y.Code.or.Value","DXXPT76Y.Value.Description","DXXPT76Y.Count","DXXPT76Y.Cumulative","DXXPT76Y.Skip.to.Item"
"95.8 to 284.5","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
