"AUXLR164.Code.or.Value","AUXLR164.Value.Description","AUXLR164.Count","AUXLR164.Cumulative","AUXLR164.Skip.to.Item"
"-25 to 64","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
