"AUXRR156.Code.or.Value","AUXRR156.Value.Description","AUXRR156.Count","AUXRR156.Cumulative","AUXRR156.Skip.to.Item"
"-23 to 58","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
