"DXXPT23X.Code.or.Value","DXXPT23X.Value.Description","DXXPT23X.Count","DXXPT23X.Cumulative","DXXPT23X.Skip.to.Item"
"222.2 to 863.9","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
