"DXXPT52X.Code.or.Value","DXXPT52X.Value.Description","DXXPT52X.Count","DXXPT52X.Cumulative","DXXPT52X.Skip.to.Item"
"242.2 to 885.7","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
