"AUXRR236.Code.or.Value","AUXRR236.Value.Description","AUXRR236.Count","AUXRR236.Cumulative","AUXRR236.Skip.to.Item"
"-22 to 54","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
