"AUDTYR41.Code.or.Value","AUDTYR41.Value.Description","AUDTYR41.Count","AUDTYR41.Cumulative","AUDTYR41.Skip.to.Item"
"0 to 2.28","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
