"AUXLR255.Code.or.Value","AUXLR255.Value.Description","AUXLR255.Count","AUXLR255.Cumulative","AUXLR255.Skip.to.Item"
"-25 to 41","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
