"DXXPT23X.Code.or.Value","DXXPT23X.Value.Description","DXXPT23X.Count","DXXPT23X.Cumulative","DXXPT23X.Skip.to.Item"
"59.1 to 616.3","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
