"WTSPH23.Code.or.Value","WTSPH23.Value.Description","WTSPH23.Count","WTSPH23.Cumulative","WTSPH23.Skip.to.Item"
"0.0000000 to 777601.8066600","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
