"DXXPT45X.Code.or.Value","DXXPT45X.Value.Description","DXXPT45X.Count","DXXPT45X.Cumulative","DXXPT45X.Skip.to.Item"
"32.5 to 491.1","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
