"DXXPT72X.Code.or.Value","DXXPT72X.Value.Description","DXXPT72X.Count","DXXPT72X.Cumulative","DXXPT72X.Skip.to.Item"
"582.5 to 1160.2","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
