"AUXLR270.Code.or.Value","AUXLR270.Value.Description","AUXLR270.Count","AUXLR270.Cumulative","AUXLR270.Skip.to.Item"
"-36 to 83","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
