"WTSPH46.Code.or.Value","WTSPH46.Value.Description","WTSPH46.Count","WTSPH46.Cumulative","WTSPH46.Skip.to.Item"
"0.0000000 to 803502.1224200","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
