"DXXPT8X.Code.or.Value","DXXPT8X.Value.Description","DXXPT8X.Count","DXXPT8X.Cumulative","DXXPT8X.Skip.to.Item"
"402.7 to 986.7","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
